Date,Out,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
1975-03-10,12.96,3.999999914724542,3.2,2.0,9.0,1.0,0.4,-8.8
1975-03-11,19.29,3.999999914724542,2.9,2.0,7.0,1.0,3.7,-1.0
1975-03-12,10.75,3.999999914724542,1.8,2.0,6.5,1.0,5.5,-0.6
1975-03-13,7.62,3.999999914724542,2.2531080577642464,2.0,7.0,1.0,4.8,-2.0
1975-03-14,6.46,3.999999914724542,0.8,2.0,6.0,1.0,1.1,-6.5
1975-03-15,7.83,3.999999914724542,2.8,2.0,8.5,1.0,2.0,-4.5
1975-03-16,5.58,3.999999914724542,2.6,2.0,5.1,1.0,2.7,-5.3
1975-03-17,7.79,4.0,2.2779529194353136,2.0,7.0,1.0,1.7,-5.0
1975-03-18,10.5,4.0,2.2779529194353136,2.0,6.3,1.0,4.2,-2.5
1975-03-19,9.62,3.9999999986922714,2.2779529194353136,2.0,6.5,1.0,2.3,-3.990913284820454
1975-03-20,8.71,3.9999999986922714,2.2779529194353136,2.0,8.9,1.0,2.1,-8.5
1975-03-21,11.12,3.9999999986922714,2.3,2.0,8.3,1.0,2.0,-7.0
1975-03-22,10.92,4.0,2.294307991549322,2.0,10.2,1.0,2.5,-4.9
1975-03-23,10.63,3.999999999672324,0.2,2.0,10.2,1.0,3.0,-5.2
1975-03-24,11.67,3.999999999672324,0.9846477695982692,2.0,10.1,1.0,5.2,-1.5
1975-03-25,10.88,3.999999999672324,2.1,2.0,12.0,1.0,5.6,0.6
1975-03-26,7.33,3.999999999672324,1.3,2.0,4.8,1.0,3.1,-0.1
1975-03-27,10.17,3.999999999672324,1.9,2.0,5.0,1.0,-0.6,-6.7
1975-03-28,9.42,3.999999999672324,1.2,2.0,6.3,1.0,-2.1,-8.9
1975-03-29,9.62,3.999999999672324,0.5,2.0,7.1,1.0,1.0,-5.5
1975-03-30,8.58,3.999999999672324,1.1228818272209384,2.0,7.7,1.0,2.9,-1.4
1975-03-31,9.46,4.0,1.1228818272209384,2.0,11.4,1.0,2.9,-0.6
1975-04-01,11.71,3.9999999999890083,5.7,2.0,10.8,1.0,3.3,-4.8
1975-04-02,10.75,3.9999999999890083,1.5,2.0,9.8,1.0,5.9,2.1
1975-04-03,11.79,3.9999999999890083,2.0,2.0,8.7,1.0,1.0,-5.0
1975-04-04,9.79,3.9999999999890083,0.7,2.0,7.6,1.0,1.4,-4.5
1975-04-05,7.0,4.0,1.7593565642000872,2.0,6.1,1.0,2.1,-5.0
1975-04-06,8.33,3.9999999999986815,0.5,2.0,8.9,1.0,2.5,-4.9
1975-04-07,17.71,4.0,1.1808945184515542,2.0,10.0,1.0,4.9,-4.229933692957056
1975-04-08,15.92,4.0,1.1808945184515542,2.0,6.2,1.0,0.1,-5.5
1975-04-09,10.54,3.9999999999997784,1.2,2.0,7.6,1.0,-1.2,-7.9
1975-04-10,11.79,4.0,1.1925083698505805,2.0,11.0,1.0,1.3,-5.0
1975-04-11,12.83,3.9999999999998956,0.8,2.0,11.7,1.0,5.1,0.5
1975-04-12,10.29,3.9999999999998956,0.1,2.0,13.7,1.0,8.2,4.5
1975-04-13,9.08,3.9999999999998956,1.7,2.0,15.4,1.0,10.4,4.0
1975-04-14,10.0,3.9999999999998956,3.8,2.0,13.2,1.0,8.5,3.7
1975-04-15,4.46,4.0,2.0857724226439918,2.0,14.4,1.0,7.2,-0.5
1975-04-16,5.54,3.9999999999999796,2.0,2.0,14.5,1.0,5.9,-3.2
1975-04-17,8.38,4.0,2.046177360080923,2.0,16.2,1.0,9.6,3.2
1975-04-18,6.79,4.0,2.046177360080923,2.0,13.9,1.0,3.1,0.8303778960496226
1975-04-19,9.79,3.9999999999999956,0.3,2.0,12.7,1.0,4.2,-5.0
1975-04-20,11.38,3.9999999999999956,5.4,2.0,14.0,1.0,6.2,1.0
1975-04-21,4.67,3.9999999999999956,2.0,2.0,15.4,1.0,10.0,1.6
1975-04-22,4.04,4.0,2.636078438905395,2.0,15.0,1.0,10.6,4.2
1975-04-23,2.54,4.0,2.636078438905395,2.0,15.1,1.0,8.0,1.6269581850174915
1975-04-24,1.21,4.0,2.636078438905395,2.0,16.9,1.0,6.2,-2.9
1975-04-25,1.87,4.0,2.636078438905395,2.0,18.3,1.0,7.1,-1.0
1975-04-26,3.08,3.999999999999999,9.8,2.0,17.1,1.0,9.5,1.4
1975-04-27,4.83,4.0,8.081557515299052,2.0,11.9,1.0,6.2,0.8
1975-04-28,7.21,4.0,4.6,2.0,11.3,1.0,3.4,-2.8
1975-04-29,12.96,4.0,1.0,2.0,10.0,1.0,4.9,-1.4
1975-04-30,10.41,4.0,9.6,2.0,12.2,1.0,2.9,-3.0
1975-05-01,13.88,4.0,3.0,2.0,12.4,1.0,7.2,3.1
1975-05-02,4.38,4.0,7.9,2.0,9.6,1.0,6.9,2.9
1975-05-03,2.54,4.0,5.993525667312721,2.0,13.7,1.0,2.6,-4.0
1975-05-04,0.92,4.0,5.993525667312721,2.0,14.2,1.0,3.6,-3.0
1975-05-05,5.63,4.0,5.993525667312721,2.0,12.2,1.0,6.4,-1.0
1975-05-06,6.96,4.0,5.993525667312721,2.0,13.5,1.0,7.2,-3.1
1975-05-07,12.04,4.0,5.993525667312721,2.0,15.9,1.0,6.6,-2.8
1975-05-08,11.08,4.0,4.2,2.0,10.9,1.0,10.0,1.7
1975-05-09,7.41,4.0,16.8,2.0,10.8,1.0,7.1,4.9
1975-05-10,9.54,4.0,11.257153048461753,2.0,10.9,1.0,7.2,3.2
1975-05-11,5.33,4.0,2.8,2.0,13.0,1.0,3.3,-2.0
1975-05-12,7.33,4.0,0.5,2.0,13.6,1.0,8.2,0.5024319060279694
1975-05-13,2.13,4.0,2.0,2.0,15.7,1.0,8.7,4.1
1975-05-14,6.21,4.0,0.7,2.0,10.7,1.0,8.1,2.2
1975-05-15,7.87,4.0,2.1874032796119756,2.0,12.4,1.0,6.6,1.3
1975-05-16,3.13,4.0,2.1874032796119756,2.0,13.3,1.0,2.1,-5.0
1975-05-17,2.21,4.0,2.1874032796119756,2.0,14.9,1.0,2.8,-5.0
1975-05-18,3.92,4.0,2.1874032796119756,2.0,16.7,1.0,1.4,-3.5
1975-05-19,4.04,4.0,2.1874032796119756,2.0,17.2,1.0,6.0,-1.5
1975-05-20,2.54,4.0,2.1874032796119756,2.0,19.6,1.0,6.8,-0.2
1975-05-21,3.71,4.0,2.1874032796119756,2.0,16.6,1.0,6.1,-1.0
1975-05-22,6.21,4.0,2.1874032796119756,2.0,12.9,1.0,3.6,-3.9
1975-05-23,5.88,4.0,2.1874032796119756,2.0,14.4,1.0,2.7,-4.0
1975-05-24,5.71,4.0,2.1874032796119756,2.0,12.2,1.0,3.5,-3.8
1975-05-25,7.96,4.0,2.1874032796119756,2.0,12.9,1.0,2.6,0.5
1975-05-26,9.62,4.0,2.1874032796119756,2.0,15.1,1.0,9.2,3.2
1975-05-27,9.92,4.0,2.1874032796119756,2.0,15.2,1.0,7.2,-1.0
1975-05-28,6.87,4.0,2.1874032796119756,2.0,15.6,1.0,7.9,-0.6
1975-05-29,3.92,4.0,2.1874032796119756,2.0,14.9,1.0,3.6,-0.5
1975-05-30,5.33,4.0,2.1874032796119756,2.0,12.2,1.0,9.3,-3.4
1975-05-31,3.0,4.0,2.1874032796119756,2.0,13.4,1.0,1.6,-7.0
1975-06-01,8.38,4.0,2.1,2.0,13.0,1.0,2.8,-4.8
1975-06-02,17.21,4.0,0.4,2.0,12.0,1.0,4.1,-4.0
1975-06-03,5.91,4.0,2.2,2.0,14.6,1.0,3.2,-4.0
1975-06-04,3.75,4.0,1.0,2.0,18.3,1.0,4.4,-3.5
1975-06-05,9.13,4.0,1.3571061655824361,2.0,20.7,1.0,9.2,7.1
1975-06-06,7.46,4.0,1.3571061655824361,2.0,21.7,1.0,12.8,4.0
1975-06-07,2.88,4.0,1.3571061655824361,2.0,21.2,1.0,14.6,7.3
1975-06-08,3.92,4.0,1.3571061655824361,2.0,21.7,1.0,10.2,1.1
1975-06-09,4.58,4.0,1.3571061655824361,2.0,21.1,1.0,10.4,1.6
1975-06-10,1.58,4.0,1.3571061655824361,2.0,22.5,1.0,10.1,0.5
1975-06-11,1.58,4.0,1.3571061655824361,2.0,24.0,1.0,10.6,0.6
1975-06-12,3.75,4.0,1.3571061655824361,2.0,19.4,1.0,13.1,4.5
1975-06-13,7.58,4.0,1.3571061655824361,2.0,20.3,1.0,10.2,4.0
1975-06-14,9.0,4.0,1.3571061655824361,2.0,17.9,1.0,13.5,7.2
1975-06-15,5.63,4.0,2.2,2.0,15.8,1.0,8.2,1.0
1975-06-16,3.33,4.0,5.0,2.0,15.6,1.0,7.7,-2.0
1975-06-17,4.42,4.0,3.852216228563597,2.0,18.1,1.0,8.4,1.6
1975-06-18,10.46,4.0,3.852216228563597,2.0,19.9,1.0,12.2,7.0
1975-06-19,11.71,4.0,3.852216228563597,2.0,22.2,1.0,14.4,5.7
1975-06-20,4.42,4.0,3.852216228563597,2.0,18.9,1.0,15.6,7.2
1975-06-21,3.54,4.0,3.852216228563597,2.0,20.3,1.0,11.3,7.3
1975-06-22,2.5,4.0,3.852216228563597,2.0,20.2,1.0,9.9,7.1
1975-06-23,6.04,4.0,3.852216228563597,2.0,23.2,1.0,12.7,6.0
1975-06-24,4.08,4.0,3.852216228563597,2.0,19.2,1.0,14.0,4.2
1975-06-25,1.79,4.0,0.6,2.0,19.6,1.0,10.9,6.8
1975-06-26,5.46,4.0,0.7365788920646412,2.0,18.1,1.0,12.8,4.4
1975-06-27,6.87,4.0,0.7365788920646412,2.0,17.8,1.0,7.6,6.1
1975-06-28,6.04,4.0,0.7365788920646412,2.0,17.1,1.0,10.2,2.7
1975-06-29,1.83,4.0,0.7365788920646412,2.0,18.7,1.0,6.7,7.6
1975-06-30,1.63,4.0,0.7365788920646412,2.0,21.7,1.0,11.0,7.2
1975-07-01,2.92,4.0,0.7365788920646412,2.0,22.5,1.0,11.3,11.1
1975-07-02,4.79,4.0,0.7365788920646412,2.0,23.5,1.0,10.6,11.6
1975-07-03,3.96,4.0,0.7365788920646412,2.0,23.8,1.0,10.2,11.3
1975-07-04,4.12,4.0,0.7365788920646412,2.0,21.2,1.0,12.7,9.8
1975-07-05,4.71,4.0,0.7365788920646412,2.0,21.1,1.0,12.1,10.5
1975-07-06,4.63,4.0,0.7365788920646412,2.0,22.2,1.0,11.0,10.040189031851869
1975-07-07,8.5,4.0,0.5,2.0,19.0,1.0,13.9,12.0
1975-07-08,8.67,4.0,0.5,2.0,18.0,1.0,13.9,8.4
1975-07-09,8.29,4.0,9.7,2.0,20.1,1.0,13.7,8.7
1975-07-10,6.67,4.0,1.8,2.0,21.3,1.0,14.6,10.7
1975-07-11,9.13,4.0,3.5848719855861213,2.0,21.1,1.0,15.7,10.6
1975-07-12,5.96,4.0,1.0,2.0,20.2,1.0,12.2,11.3
1975-07-13,6.58,4.0,0.1,2.0,23.6,1.0,14.8,14.5
1975-07-14,10.71,4.0,1.0,2.0,23.1,1.0,16.8,15.7
1975-07-15,14.37,4.0,0.6,2.0,22.0,1.0,13.7,11.2
1975-07-16,7.58,4.0,1.0074429166734111,2.0,22.6,1.0,14.3,11.6
1975-07-17,2.79,4.0,1.0074429166734111,2.0,19.5,1.0,14.5,13.9
1975-07-18,5.21,4.0,0.9,2.0,20.3,1.0,13.0,11.7
1975-07-19,8.54,4.0,0.9,2.0,23.0,1.0,15.4,11.7
1975-07-20,9.79,4.0,0.9262272190249782,2.0,21.6,1.0,14.3,12.3
1975-07-21,13.79,4.0,0.9262272190249782,2.0,18.8,1.0,12.6,9.8
1975-07-22,17.29,4.0,6.1,2.0,17.8,1.0,15.4,14.3
1975-07-23,14.62,4.0,0.7,2.0,17.3,1.0,11.3,8.7
1975-07-24,13.75,4.0,0.8,2.0,17.5,1.0,9.9,6.7
1975-07-25,9.59,4.0,1.7683830408746983,2.0,19.5,1.0,12.0,9.6
1975-07-26,9.46,4.0,1.7683830408746983,2.0,23.5,1.0,14.6,12.1
1975-07-27,4.08,4.0,1.7683830408746983,2.0,21.4,1.0,12.4,8.5
1975-07-28,5.83,4.0,0.2,2.0,25.1,1.0,14.9,9.6
1975-07-29,6.04,4.0,5.0,2.0,22.4,1.0,17.2,14.9
1975-07-30,3.75,4.0,0.4,2.0,18.7,1.0,14.0,13.1
1975-07-31,6.04,4.0,1.8066997744361066,2.0,19.4,1.0,9.2,4.0
1975-08-01,2.71,4.0,1.8066997744361066,2.0,21.2,1.0,10.1,4.5
1975-08-02,3.33,4.0,1.8066997744361066,2.0,19.5,1.0,10.6,5.0
1975-08-03,4.38,4.0,1.8066997744361066,2.0,25.7,1.0,13.1,9.1
1975-08-04,3.83,4.0,0.1,2.0,25.8,1.0,16.5,10.0
1975-08-05,7.75,4.0,3.2,2.0,24.0,1.0,16.4,11.3
1975-08-06,9.46,4.0,1.943293504623266,2.0,22.3,1.0,13.8,13.0
1975-08-07,4.83,4.0,1.943293504623266,2.0,22.4,1.0,14.9,8.2
1975-08-08,4.83,4.0,12.0,2.0,22.5,1.0,12.8,13.0
1975-08-09,5.29,4.0,8.41384902511381,2.0,18.4,1.0,12.6,11.5
1975-08-10,0.92,4.0,8.41384902511381,2.0,20.2,1.0,14.9,10.0
1975-08-11,2.75,4.0,8.41384902511381,2.0,22.4,1.0,13.6,11.0
1975-08-12,5.88,4.0,8.41384902511381,2.0,18.8,1.0,12.7,7.7
1975-08-13,2.62,4.0,0.3,2.0,21.2,1.0,14.9,10.6
1975-08-14,3.25,4.0,1.6785296355754107,2.0,21.7,1.0,12.1,6.8
1975-08-15,5.75,4.0,1.6785296355754107,2.0,20.2,1.0,15.0,11.5
1975-08-16,9.54,4.0,1.6785296355754107,2.0,20.6,1.0,12.8,9.2
1975-08-17,2.79,4.0,1.2,2.0,20.4,1.0,9.0,4.0
1975-08-18,5.33,4.0,2.1,2.0,19.4,1.0,15.0,11.9
1975-08-19,8.38,4.0,1.7346575261685786,2.0,23.3,1.0,13.2,8.0
1975-08-20,11.5,4.0,2.4,2.0,21.2,1.0,14.4,10.6
1975-08-21,8.42,4.0,0.1,2.0,18.6,1.0,9.6,5.0
1975-08-22,9.42,4.0,0.3,2.0,18.3,1.0,11.7,8.0
1975-08-23,6.29,4.0,0.2,2.0,20.9,1.0,8.9,3.3
1975-08-24,6.34,4.0,0.593899892102459,2.0,21.0,1.0,10.9,5.6
1975-08-25,5.0,4.0,0.3,2.0,21.0,1.0,13.1,9.0
1975-08-26,2.46,4.0,0.45888460707010065,2.0,24.6,1.0,13.0,13.7
1975-08-27,3.0,4.0,0.45888460707010065,2.0,22.7,1.0,15.9,10.9
1975-08-28,3.17,4.0,0.45888460707010065,2.0,23.6,1.0,13.6,8.2
1975-08-29,8.29,4.0,3.0,2.0,17.2,1.0,14.6,11.0
1975-08-30,14.0,4.0,0.4,2.0,16.8,1.0,9.4,4.5
1975-08-31,6.42,4.0,1.2960185916772486,2.0,20.0,1.0,9.8,5.9
1975-09-01,5.5,4.0,1.2960185916772486,2.0,21.6,1.0,10.7,5.6
1975-09-02,7.46,4.0,1.2960185916772486,2.0,19.6,1.0,14.2,3.0
1975-09-03,6.54,4.0,1.2960185916772486,2.0,18.7,1.0,8.4,3.1
1975-09-04,9.71,4.0,1.2960185916772486,2.0,17.4,1.0,6.3,0.1
1975-09-05,7.04,4.0,0.6,2.0,18.1,1.0,12.9,10.0
1975-09-06,5.09,4.0,1.3,2.0,18.1,1.0,13.4,9.0
1975-09-07,4.96,4.0,1.0377178857206586,2.0,17.4,1.0,12.1,6.6
1975-09-08,10.0,4.0,0.8,2.0,17.9,1.0,13.1,9.5
1975-09-09,11.5,4.0,3.4,2.0,18.0,1.0,12.6,7.9
1975-09-10,9.33,4.0,2.9,2.0,16.6,1.0,10.5,5.0
1975-09-11,8.79,4.0,1.2,2.0,14.6,1.0,7.1,0.6
1975-09-12,12.87,4.0,1.3,2.0,15.5,1.0,8.1,3.6
1975-09-13,9.25,4.0,1.7081028277263113,2.0,13.8,1.0,4.5,-1.8
1975-09-14,12.92,4.0,1.2,2.0,14.2,1.0,5.0,2.301163094735624
1975-09-15,7.75,4.0,1.4799718597912221,2.0,15.3,1.0,5.6,2.301163094735624
1975-09-16,4.92,4.0,23.6,2.0,15.5,1.0,4.0,-2.4
1975-09-17,6.29,4.0,36.4,2.0,15.6,1.0,11.9,9.6
1975-09-18,6.63,4.0,22.82739881783797,2.0,15.7,1.0,10.0,6.6
1975-09-19,8.25,4.0,0.7,2.0,16.1,1.0,5.5,-0.5
1975-09-20,11.42,4.0,11.948852658712683,2.0,17.0,1.0,9.2,4.2
1975-09-21,9.29,4.0,11.948852658712683,2.0,17.2,1.0,9.6,4.6
1975-09-22,16.25,4.0,0.3,2.0,17.8,1.0,13.5,8.6
1975-09-23,12.25,4.0,2.7,2.0,16.7,1.0,9.9,7.9
1975-09-24,15.67,4.0,2.7,2.0,15.5,1.0,10.1,5.0
1975-09-25,12.42,4.0,0.3,2.0,14.7,1.0,11.6,8.0
1975-09-26,8.12,4.0,10.0,2.0,14.6,1.0,5.6,0.2
1975-09-27,14.12,4.0,3.8,2.0,15.1,1.0,8.4,1.2
1975-09-28,9.96,4.0,5.0,2.0,15.3,1.0,0.9,-6.0
1975-09-29,14.42,4.0,2.3,2.0,17.3,1.0,12.9,9.6
1975-09-30,8.67,4.0,3.3,2.0,15.7,1.0,8.6,3.358626225792984
1975-10-01,11.25,4.0,3.6951710963904856,2.0,16.4,1.0,9.4,4.2
1975-10-02,9.75,4.0,18.7,2.0,15.6,1.0,7.6,-1.2
1975-10-03,13.88,4.0,1.0,2.0,14.9,1.0,6.3,1.2
1975-10-04,18.46,4.0,6.573033986628601,2.0,15.2,1.0,11.3,6.6
1975-10-05,13.33,4.0,0.9,2.0,16.8,1.0,12.9,8.2
1975-10-06,5.09,4.0,3.9079144406510125,2.0,16.8,1.0,10.7,5.5
1975-10-07,2.08,4.0,3.9079144406510125,2.0,15.4,1.0,9.6,2.9
1975-10-08,1.08,4.0,0.1,2.0,15.2,1.0,11.9,7.5
1975-10-09,4.58,4.0,2.2,2.0,16.2,1.0,8.8,0.6
1975-10-10,8.38,4.0,1.8732960015190365,2.0,11.7,1.0,8.4,2.1
1975-10-11,6.0,4.0,1.8732960015190365,2.0,12.1,1.0,3.2,2.6
1975-10-12,1.46,4.0,1.8732960015190365,2.0,10.2,1.0,7.5,2.5
1975-10-13,7.96,4.0,0.3,2.0,11.6,1.0,2.2,-1.5
1975-10-14,7.08,4.0,2.3,2.0,15.3,1.0,8.0,1.3999080501847723
1975-10-15,6.96,4.0,2.3,2.0,12.4,1.0,3.3,6.3
1975-10-16,5.09,4.0,0.3,2.0,12.3,1.0,6.5,1.9
1975-10-17,6.04,4.0,1.254476665355022,2.0,10.6,1.0,3.0,-2.1
1975-10-18,4.29,4.0,1.254476665355022,2.0,13.3,1.0,4.5,0.2
1975-10-19,14.0,4.0,1.254476665355022,2.0,12.3,1.0,5.0,-2.0
1975-10-20,16.04,4.0,1.254476665355022,2.0,13.2,1.0,10.9,6.2
1975-10-21,16.66,4.0,0.7,2.0,13.1,1.0,11.1,7.2
1975-10-22,21.42,4.0,1.1,2.0,14.0,1.0,10.5,6.1
1975-10-23,11.75,4.0,0.6,2.0,15.9,1.0,11.0,8.5
1975-10-24,8.04,4.0,0.1,2.0,20.3,1.0,11.6,4.1
1975-10-25,9.96,4.0,0.5267582872045634,2.0,17.7,1.0,13.9,8.0
1975-10-26,3.46,4.0,0.5267582872045634,2.0,17.1,1.0,8.3,0.5
1975-10-27,2.29,4.0,0.5267582872045634,2.0,15.6,1.0,5.8,-1.0
1975-10-28,5.5,4.0,0.5267582872045634,2.0,17.8,1.0,7.8,-0.8
1975-10-29,9.46,4.0,0.2,2.0,16.0,1.0,4.7,-2.6
1975-10-30,11.42,4.0,0.28107948760681106,2.0,16.6,1.0,12.5,8.6
1975-10-31,12.46,4.0,0.3,2.0,15.0,1.0,13.5,9.6
1975-11-01,9.92,4.0,0.29297079695360295,2.0,11.0,1.0,7.3,1.4
1975-11-02,9.71,4.0,0.7,2.0,14.0,1.0,1.5,-9.5
1975-11-03,11.67,4.0,0.5313948662175875,2.0,12.6,1.0,5.6,-1.2
1975-11-04,12.5,4.0,0.1,2.0,12.2,1.0,8.0,-0.7794952435312611
1975-11-05,6.38,4.0,1.4,2.0,11.5,1.0,3.2,-5.0
1975-11-06,8.58,4.0,0.7988334608895523,2.0,9.5,1.0,6.6,-3.6
1975-11-07,5.5,4.0,0.7988334608895523,2.0,10.3,1.0,4.1,-4.5
1975-11-08,8.79,4.0,0.7988334608895523,2.0,10.6,1.0,5.5,-3.5
1975-11-09,11.67,4.0,1.0,2.0,10.7,1.0,8.7,1.6
1975-11-10,6.13,4.0,24.7,2.0,7.9,1.0,7.5,2.6
1975-11-11,5.66,4.0,2.7,2.0,9.4,1.0,4.1,-2.9
1975-11-12,9.71,4.0,8.58595333916341,2.0,10.3,1.0,5.1,-1.151043113610655
1975-11-13,6.96,4.0,8.58595333916341,2.0,9.1,1.0,8.7,4.7
1975-11-14,4.96,4.0,1.8,2.0,13.2,1.0,7.3,1.8
1975-11-15,9.87,4.0,8.7,2.0,14.2,1.0,7.9,4.5
1975-11-16,18.21,4.0,6.50712573901947,2.0,8.1,1.0,5.2,0.1
1975-11-17,14.0,4.0,6.50712573901947,2.0,8.0,1.0,2.8,-3.4
1975-11-18,11.54,4.0,3.1,2.0,11.4,1.0,0.6,-6.5
1975-11-19,18.54,4.0,1.9,2.0,12.9,1.0,1.6,-3.2
1975-11-20,7.08,4.0,3.209169867231712,2.0,12.0,1.0,9.2,4.2
1975-11-21,0.63,4.0,3.209169867231712,2.0,10.2,1.0,6.6,2.2
1975-11-22,9.38,4.0,0.7,2.0,14.5,1.0,2.6,-3.0
1975-11-23,9.21,4.0,0.6,2.0,11.7,1.0,7.3,4.3
1975-11-24,10.92,4.0,1.4,2.0,13.9,1.0,2.4,-6.6
1975-11-25,11.87,4.0,1.2543288699597146,2.0,11.3,1.0,6.7,4.5
1975-11-26,12.0,4.0,2.2,2.0,6.7,1.0,1.0,-5.5
1975-11-27,18.66,4.0,1.713316171307455,2.0,10.9,1.0,2.1,-3.3
1975-11-28,10.83,4.0,0.5,2.0,8.0,1.0,4.3,-2.5
1975-11-29,8.38,4.0,1.0799648154430177,2.0,6.3,1.0,0.4,-7.9
1975-11-30,10.63,4.0,6.0,2.0,11.3,1.0,-0.6,-8.0
1975-12-01,13.96,4.0,11.2,2.0,10.6,1.0,-0.8,8.2
1975-12-02,16.62,4.0,7.077438626364627,2.0,8.3,1.0,4.9,-0.8783799125024274
1975-12-03,10.46,4.0,7.077438626364627,2.0,7.8,1.0,2.0,-5.3
1975-12-04,11.29,4.0,0.3,2.0,10.3,1.0,6.1,2.3
1975-12-05,10.46,4.0,0.2,2.0,10.6,1.0,7.4,5.4
1975-12-06,6.29,4.0,0.2,2.0,11.0,1.0,8.7,5.6
1975-12-07,8.87,4.0,0.1,2.0,9.3,1.0,7.3,5.0
1975-12-08,6.04,4.0,0.691115096025487,2.0,7.0,1.0,4.2,3.5
1975-12-09,7.29,4.0,0.691115096025487,2.0,6.2,1.0,2.5,-3.6
1975-12-10,5.71,4.0,0.1,2.0,6.3,1.0,4.5,2.2
1975-12-11,5.33,4.0,2.0,2.0,7.4,1.0,4.6,1.2
1975-12-12,11.63,4.0,0.3,2.0,3.9,1.0,0.3,-5.5
1975-12-13,9.5,4.0,0.7802593506989616,2.0,4.2,1.0,-2.0,-10.0
1975-12-14,8.42,4.0,0.7802593506989616,2.0,6.3,1.0,-1.9,-2.3
1975-12-15,7.92,4.0,0.7802593506989616,2.0,5.7,1.0,3.1,-1.8
1975-12-16,9.42,4.0,1.5,2.0,7.3,1.0,2.7,-0.3
1975-12-17,12.04,4.0,1.2650199773348725,2.0,4.7,1.0,3.0,-3.6
1975-12-18,10.0,4.0,0.4,2.0,5.9,1.0,-1.3,-8.0
1975-12-19,6.67,4.0,0.74388650998554,2.0,7.3,1.0,1.2,2.1
1975-12-20,9.17,4.0,0.74388650998554,2.0,9.0,1.0,4.5,-2.0
1975-12-21,12.33,4.0,0.74388650998554,2.0,10.1,1.0,6.3,1.6
1975-12-22,10.88,4.0,0.74388650998554,2.0,10.0,1.0,6.7,1.2
1975-12-23,12.5,4.0,3.7,2.0,9.6,1.0,7.3,2.1
1975-12-24,12.21,4.0,0.1,2.0,10.2,1.0,1.0,-4.2
1975-12-25,13.96,4.0,1.4759892519735165,2.0,10.1,1.0,1.9,5.2
1975-12-26,11.38,4.0,1.4759892519735165,2.0,8.1,1.0,6.6,2.7
1975-12-27,13.17,4.0,1.4759892519735165,2.0,10.0,1.0,6.8,4.5
1975-12-28,13.04,4.0,1.0,2.0,11.0,1.0,6.8,6.0
1975-12-29,9.46,4.0,1.1254824763353475,2.0,11.6,1.0,6.8,3.6
1975-12-30,17.79,4.0,3.9,2.0,11.7,1.0,9.5,6.0
1975-12-31,7.08,4.0,1.1,2.0,5.6,1.0,4.8,2.4
1976-01-01,13.17,4.0,13.0,2.0,12.2,1.0,1.3,-3.5
1976-01-02,18.96,4.0,3.1,2.0,13.5,1.0,3.7,-2.0
1976-01-03,13.29,4.0,6.1,2.0,6.2,1.0,2.9,-2.0
1976-01-04,13.62,4.0,1.0,2.0,11.3,1.0,2.3,-0.3
1976-01-05,15.63,4.0,0.6,2.0,10.8,1.0,6.0,-3.7
1976-01-06,14.83,4.0,2.784133188941035,2.0,11.0,1.0,8.8,4.5
1976-01-07,14.58,4.0,2.784133188941035,2.0,11.3,1.0,9.3,4.9
1976-01-08,14.37,4.0,17.0,2.0,12.0,1.0,9.5,5.5
1976-01-09,7.17,4.0,3.0,2.0,10.3,1.0,5.9,4.0
1976-01-10,21.29,4.0,1.2,2.0,11.9,1.0,2.4,-1.0
1976-01-11,19.12,4.0,4.743123209033014,2.0,11.2,1.0,10.0,7.0
1976-01-12,16.42,4.0,4.743123209033014,2.0,11.2,1.0,9.0,5.0
1976-01-13,11.46,4.0,4.743123209033014,2.0,10.0,1.0,9.0,4.2
1976-01-14,11.92,4.0,4.743123209033014,2.0,9.3,1.0,6.2,1.0
1976-01-15,8.38,4.0,4.743123209033014,2.0,8.9,1.0,4.3,-3.2
1976-01-16,8.25,4.0,4.743123209033014,2.0,9.9,1.0,7.0,3.0
1976-01-17,3.42,4.0,4.743123209033014,2.0,8.8,1.0,7.0,4.6
1976-01-18,13.83,4.0,1.0,2.0,8.6,1.0,7.0,5.0
1976-01-19,20.75,4.0,1.0,2.0,11.6,1.0,4.5,2.1
1976-01-20,25.96,4.0,1.1400264776077231,2.0,7.9,1.0,7.1,4.0
1976-01-21,20.79,4.0,0.4,2.0,10.4,1.0,4.9,2.0
1976-01-22,21.67,4.0,0.6,2.0,11.6,1.0,6.9,6.0
1976-01-23,14.12,4.0,0.7,2.0,5.1,1.0,2.6,3.9212710225991
1976-01-24,13.29,4.0,0.679819415715747,2.0,4.2,1.0,-0.4,-4.2
1976-01-25,10.21,4.0,0.5,2.0,3.3,1.0,-1.3,-5.0
1976-01-26,11.46,4.0,0.6,2.0,5.1,1.0,-1.0,-5.0
1976-01-27,9.25,4.0,0.5963861519899474,2.0,7.6,1.0,-1.3,-6.1
1976-01-28,16.71,4.0,8.0,2.0,8.1,1.0,-1.0,1.5
1976-01-29,23.13,4.0,1.7,2.0,7.6,1.0,4.9,0.4
1976-01-30,23.5,4.0,3.1383555859279473,2.0,5.2,1.0,4.0,2.3
1976-01-31,18.21,4.0,3.1383555859279473,2.0,3.7,1.0,0.8,-1.5
